,collection,shelfmark,testimony_title
36,USHMM,RG-50.030*0455,Oral history interview with Juergen Simonson
37,USHMM,RG-50.028*0034,Oral history interview with Max Liebster
38,USHMM,RG-50.462*0098,Oral history interview with Sylvia Schneider
39,USHMM,RG-50.233*0072,Oral history interview with Johanna Liebmann
40,USHMM,RG-50.322*0027,Oral history interview with Bernice Muler
41,USHMM,RG-50.154*0024,Oral history interview with Anita Simons
42,USHMM,RG-50.150*0044,Oral history interview with Fred Wittner
43,USHMM,RG-50.165*0123,Oral history interview with William Ungar
44,USHMM,RG-50.154*0015,Oral history interview with Jacob Leinwand
45,USHMM,RG-50.156*0060,Oral history interview with Sabina Zimering
46,USHMM,RG-50.233*0104,Oral history interview with Janina Prot
47,USHMM,RG-50.233*0001,Oral history interview with Miru Alcana
48,USHMM,RG-50.030*0280,Oral history interview with Max Hersch
49,USHMM,RG-50.233*0074,Oral history interview with Margaret Lipton
50,USHMM,RG-50.030*0364,Oral history interview with Bent Melchior
51,USHMM,RG-50.165*0034,Oral history interview with Jack Goldreich
52,USHMM,RG-50.030*0268,Oral history interview with William Denson
53,USHMM,RG-50.156*0026,Oral history interview with Felix Kaminsky
54,USHMM,RG-50.549.05*0003,Oral history interview with Justine Lerner
55,USHMM,RG-50.549.02*0040,Oral history interview with Preben Munch Nielsen
56,USHMM,RG-50.030*0210,Oral history interview with Richard Seibel
57,USHMM,RG-50.030*0139,Oral history interview with William J. Lowenberg
58,USHMM,RG-50.030*0127,Oral history interview with Edward Lessing
59,USHMM,RG-50.030*0423,Oral history interview with Robert Treuer
60,USHMM,RG-50.030*0433,Oral history interview with Philip Vock
61,USHMM,RG-50.030*0378,Oral history interview with George Havas
62,USHMM,RG-50.165*0093,Oral history interview with Manny Ragen and Shirley Ragen
63,USHMM,RG-50.030*0119,Oral history interview with Erich Kulka
64,USHMM,RG-50.156*0036,Oral history interview with Allen Mastbaum
65,USHMM,RG-50.233*0143,Oral history interview with Eva Young
66,USHMM,RG-50.156*0054,Oral history interview with Maria Speiwak and Danuta Trybus
67,USHMM,RG-50.470*0018,Oral history interview with George Salton
68,USHMM,RG-50.471*0003,Oral history interview with Brigitte Altman
69,USHMM,RG-50.030*0467,Oral history interview with Robert Holczer
70,USHMM,RG-50.030*0224,Oral history interview with Toby Stern
71,USHMM,RG-50.405*0028,Oral history interview with Boris G.
72,USHMM,RG-50.030*0076,Oral history interview with Renée Schwalb Fritz
73,USHMM,RG-50.030*0137,Oral history interview with Cornelius Loen
74,USHMM,RG-50.030*0379,Oral history interview with Maria Rosenbloom
75,USHMM,RG-50.030*0181,Oral history interview with Henry Plitt
76,USHMM,RG-50.030*0035,Oral history interview with Ruth Borsos
77,USHMM,RG-50.920*0002,Oral history interview with John Glustrom
78,USHMM,RG-50.165*0021,Oral history interview with Dovid Felberbaum
79,USHMM,RG-50.233*0024,Oral history interview with Selma Engel
80,USHMM,RG-50.549.02*0047,Oral history interview with Eva Cooper
81,USHMM,RG-50.656*0001,Oral history interview with Irene Hutton
82,USHMM,RG-50.471*0007,Oral history interview with Abraham Rodstein
83,USHMM,RG-50.030*0444,Oral history interview with Erna Karplus
84,USHMM,RG-50.010*0054,Oral history interview with Jesse Lafoon
85,USHMM,RG-50.030*0091,Oral history interview with Hans Heimann
86,USHMM,RG-50.106*0103,Oral history interview with Rose Weisfeld
87,USHMM,RG-50.243*0019,Oral history interview with Berko Kolodnev
88,USHMM,RG-50.165*0098,Oral history interview with Hannah Rozen
89,USHMM,RG-50.154*0006,Oral history interview with Sheila Baxter
90,USHMM,RG-50.233*0055,Oral history interview with William Himmelfarb
91,USHMM,RG-50.233*0136,Oral history interview with George Topas
92,USHMM,RG-50.030*0619,Oral history interview with David Wisnia
93,USHMM,RG-50.030*0442,Oral history interview with Herma Barber
94,USHMM,RG-50.150*0021,Oral history interview with Curt Jellin
95,USHMM,RG-50.429*0004,Oral history interview with Marty Glickman
96,USHMM,RG-50.042*0025,Oral history interview with Bart Stern
97,USHMM,RG-50.549.04*0003,Oral history interview with Esther Dezube
98,USHMM,RG-50.030*0422,Oral history interview with Nicholas Winton
99,USHMM,RG-50.106*0112,Oral history interview with Jacob Wiener
100,USHMM,RG-50.462*0060,Oral history interview with Leigh Fraser
101,USHMM,RG-50.062*0008,Crystal Night oral history interview
102,USHMM,RG-50.165*0072,Oral history interview with Sandy Mayer
103,USHMM,RG-50.106*0086,Oral history interview with Marion Friedman
104,USHMM,RG-50.012*0043,Oral history interview with Antonin Kalina
105,USHMM,RG-50.462*0058,Oral history interview with Malvina Eisner
106,USHMM,RG-50.030*0066,Oral history interview with Chaim Engel
107,USHMM,RG-50.030*0858,Oral history interview with Joseph Bach
108,USHMM,RG-50.462*0119,Oral history interview with Mayer Relles
109,USHMM,RG-50.549.02*0068,Oral history interview with Charlene Perlmutter Schiff
110,USHMM,RG-50.233*0117,Oral history interview with Eva Rozsa
111,USHMM,RG-50.233*0106,Oral history interview with Moses Rechnitz
112,USHMM,RG-50.470*0023,Oral history interview with Irene Weber
113,USHMM,RG-50.405*0027,Oral history interview with Betya G.
114,USHMM,RG-50.030*0878,Oral history interview with Al Jaffee
115,USHMM,RG-50.165*0007,Oral history interview with Livia Bitton Jackson
116,USHMM,RG-50.469*0004,Oral history interview with Sarah Loewy
117,USHMM,RG-50.755*0003,Oral history interview with Robert Braun
118,USHMM,RG-50.471*0016,Oral history interview with Tamar Lazerson
119,USHMM,RG-50.471*0004,Oral history interview with Ivar Segalowitz
120,USHMM,RG-50.028*0005,Oral history interview with Marta Belebczuk
121,USHMM,RG-50.030*0443,Oral history interview with William Perl
122,USHMM,RG-50.030*0206,Oral history interview with Walter Schnell
123,USHMM,RG-50.150*0045,Oral history interview with Gertrud Wittner
124,USHMM,RG-50.165*0029,Oral history interview with Ben Geizhals and Esther Geizhals
125,USHMM,RG-50.549.02*0030,Oral history interview with Frima L.
126,USHMM,RG-50.655*0001,Oral history interview with Leah Goltzman
127,USHMM,RG-50.470*0014,Oral history interview with Pat Lynch
128,USHMM,RG-50.106*0147,Oral history interview with Margitta Cooper
129,USHMM,RG-50.549.02*0070,Oral history interview with Boleslaw Brodecki
130,USHMM,RG-50.030*0175,Oral history interview with Beatrice Pappenheimer
131,USHMM,RG-50.030*0330,Oral history interview with Frode Jakobsen
132,USHMM,RG-50.030*0248,Oral history interview with Ernst Weihs
133,USHMM,RG-50.030*0030,Oral history interview with Magda Blau
134,USHMM,RG-50.030*0064,Oral history interview with Eva Edmands
135,USHMM,RG-50.471*0010,Oral history interview with Jacob Lewin
136,USHMM,RG-50.470*0019,Oral history interview with Richard Seibel
137,USHMM,RG-50.470*0024,Oral history interview with Nick White
138,USHMM,RG-50.156*0021,Oral history interview with Henry Harvey
139,USHMM,RG-50.010*0001,Oral history interview with Harry F. Allen
140,USHMM,RG-50.030*0583,Oral history interview with Harry Iticovici
141,USHMM,RG-50.165*0128,Oral history interview with M.D. Weinstock
142,USHMM,RG-50.549.02*0008,Oral history interview with Rene Slotkin
143,USHMM,RG-50.030*0336,Oral history interview with Theodore Feder and Herbert Katzki
144,USHMM,RG-50.243*0018,Oral history interview with Mania Kohn
145,USHMM,RG-50.030*0662,Oral history interview with Lester Libo
146,USHMM,RG-50.060*0045,Oral history interview with Samuel Rosen
147,USHMM,RG-50.030*0062,Oral history interview with Leif Donde
148,USHMM,RG-50.030*0277,Oral history interview with Siegfried Warter
149,USHMM,RG-50.405*0007,Oral history interview with Greta Etingen
150,USHMM,RG-50.470*0015,Oral history interview with William McWorkman
151,USHMM,RG-50.005*0022,Oral history interview with Ruth Halbreich
152,USHMM,RG-50.150*0033,Oral history interview with Kurt Schloss
153,USHMM,RG-50.156*0028,Oral history interview with Hinda Kibort
154,USHMM,RG-50.030*0428,Oral history interview with Mel London
155,USHMM,RG-50.106*0138,Oral history interview with Eva Kristine Belfoure
156,USHMM,RG-50.030*0116,Oral history interview with Morris Kornberg
157,USHMM,RG-50.165*0045,Oral history interview with Leah Henson
158,USHMM,RG-50.030*0251,Oral history interview with Gerda Blachmann Wilchfort
159,USHMM,RG-50.030*0219,Oral history interview with Drexel Sprecher
160,USHMM,RG-50.106*0165,Oral history interview with Andrew Glass
161,USHMM,RG-50.030*0314,Oral history interview with Louis Walinsky
162,USHMM,RG-50.030*0590,Oral history interview with Frida Ruderman
163,USHMM,RG-50.030*0387,Oral history interview with Stefan Czyzewski
164,USHMM,RG-50.030*0477,Oral history interview with Charles Siegman
165,USHMM,RG-50.030*0056,Oral history interview with Eva Brust Cooper
166,USHMM,RG-50.405*0018,Oral history interview with Mark Friedgan
167,USHMM,RG-50.233*0014,Oral history interview with Renee Carasso
168,USHMM,RG-50.243*0013,Oral history interview with Rachel Helfgot
169,USHMM,RG-50.030*0166,Oral history interview with Lonia Mosak
170,USHMM,RG-50.322*0008,Oral history interview with John Farnbacher
171,USHMM,RG-50.156*0052,Oral history interview with Max Schwartz
172,USHMM,RG-50.030*0601,Oral history interview with Hanny Leitson
173,USHMM,RG-50.043*0002,Oral history interview with Gloria Fredkove
174,USHMM,RG-50.106*0160,Oral history interview with John Bucur
175,USHMM,RG-50.030*0269,Oral history interview with Benjamin B. Ferencz
176,USHMM,RG-50.031*0056,Oral history interview with Ernest Pollack and Ilse Pollack
177,USHMM,RG-50.233*0037,Oral history interview with Philip Goldstein
178,USHMM,RG-50.344*0003,Oral history interview with Elizabeth Feldhusen
179,USHMM,RG-50.030*0338,Oral history interview with Simon Federman
180,USHMM,RG-50.106*0166,Oral history interview with Renate Fischer Chernoff
181,USHMM,RG-50.030*0380,Oral history interview with Joe Friedman
182,USHMM,RG-50.471*0015,Oral history interview with Esther Lurie
183,USHMM,RG-50.106*0148,Oral history interview with Erika Eckstut
184,USHMM,RG-50.405*0049,Oral history interview with Lilian Shafran
185,USHMM,RG-50.549.02*0067,Oral history interview with Frieda Noga
186,USHMM,RG-50.471*0014,Oral history interview with Pnina Tory
187,USHMM,RG-50.156*0059,Oral history interview with Jules Zaidenweber
188,USHMM,RG-50.012*0090,Oral history interview with Arie Verduijn
189,USHMM,RG-50.030*0431,Oral history interview with Raya Markon
190,USHMM,RG-50.030*0530,Oral history interview with Fred Jarvis
191,USHMM,RG-50.405*0021,Oral history interview with Vladimir Gekhter
192,USHMM,RG-50.462*0040,Oral history interview with Ruth (Renee) Hartz
193,USHMM,RG-50.030*0069,Oral history interview with Sheila Perec Etons Bernard
194,USHMM,RG-50.030*0782,Oral history interview with John Krawiec
195,USHMM,RG-50.030*0252,Oral history interview with Eddie Willner
196,USHMM,RG-50.042*0017,Oral history interview with Stefa Kupfer
197,USHMM,RG-50.030*0360,Oral history interview with Alice Eberstarkova Masters
198,USHMM,RG-50.030*0201,Oral history interview with Ruth Salton
199,USHMM,RG-50.030*0059,Oral history interview with Hetty d'Ancona de Leeuwe
200,USHMM,RG-50.030*0789,Oral history interview with Jolanta Pawlikowski
201,USHMM,RG-50.322*0020,Oral history interview with Paul Leeser
202,USHMM,RG-50.549.02*0053,Oral history interview with Masha Loen
203,USHMM,RG-50.030*0222,Oral history interview with Erna Tebel Stern
204,USHMM,RG-50.233*0048,Oral history interview with Gerald Grossman
205,USHMM,RG-50.150*0004,Oral history interview with Hannah Eisner
206,USHMM,RG-50.165*0102,Oral history interview with Albert Schimel and Helen Schimel
207,USHMM,RG-50.150*0026,Oral history interview with Ilse Marcus
208,USHMM,RG-50.233*0075,Oral history interview with Arlette de Long
209,USHMM,RG-50.045*0016,Oral history interview with Jack Oran
210,USHMM,RG-50.030*0593,Oral history interview with Erica Kanter
211,USHMM,RG-50.470*0013,Oral history interview with John Komski
212,USHMM,RG-50.549.02*0061,Oral history interview with Morris Kornberg
213,USHMM,RG-50.030*0507,Oral history interview with Betsy Cohen
214,USHMM,RG-50.106*0059,Oral history interview with Hugh Jenkins
215,USHMM,RG-50.106*0145,Oral history interview with Werner Katzenstein
216,USHMM,RG-50.030*0555,Oral history interview with Harry Merin
217,USHMM,RG-50.106*0170,Oral history interview with David Brombart
218,USHMM,RG-50.156*0016,Oral history interview with Edith Goodman
219,USHMM,RG-50.030*0140,Oral history interview with William Luksenburg
220,USHMM,RG-50.462*0059,Oral history interview with Betti Frank
221,USHMM,RG-50.030*0569,Oral history interview with Rita Penn
222,USHMM,RG-50.030*0535,"Oral history interview with Lucie Ragin, Joyce Mizrachi, and André Zalc"
223,USHMM,RG-50.030*0171,Oral history interview with Julian Noga
224,USHMM,RG-50.030*0425,Oral history interview with Jacob Wiener
225,USHMM,RG-50.549.02*0050,Oral history interview with Carla Lessing
226,USHMM,RG-50.030*0223,Oral history interview with Guy Stern
227,USHMM,RG-50.549.01*0010,Oral history interview with Edwarda Rorat
228,USHMM,RG-50.549.02*0034,Oral history interview with Fred Deutsch
229,USHMM,RG-50.030*0745,"Oral history interview with Frank Towers, ""The Death Train at Farsleben"""
230,USHMM,RG-50.030*0109,Oral history interview with Solomon Klug
231,USHMM,RG-50.028*0050,Oral history interview with George Reuter
232,USHMM,RG-50.156*0057,Oral history interview with Fred Wildauer
233,USHMM,RG-50.030*0678,Oral history interview with Raymond Turgel
234,USHMM,RG-50.165*0036,Oral history interview with Isaac Goodfriend and Betty Goodfriend
235,USHMM,RG-50.405*0022,Oral history interview with Isaac Ginsburg
236,USHMM,RG-50.030*0099,Oral history interview with Saul Ingber
237,USHMM,RG-50.030*0331,Oral history interview with Harold Zissman
238,USHMM,RG-50.060*0025,Oral history interview with Anna Koenig
239,USHMM,RG-50.233*0002,Oral history interview with Inge Auerbacher
240,USHMM,RG-50.549.03*0004,Oral history interview with Norman Salsitz
241,USHMM,RG-50.233*0049,Oral history interview with Robert Gruber
242,USHMM,RG-50.549.02*0051,Oral history interview with Edward Lessing
243,USHMM,RG-50.549.01*0015,Oral history interview with Anny Kast
244,USHMM,RG-50.562*0004,Oral history interview with Janine Oberrotman
245,USHMM,RG-50.030*0695,Oral history interview with Paul Jonas
246,USHMM,RG-50.405*0030,Oral history interview with Eleanor Khazan
247,USHMM,RG-50.030*0129,Oral history interview with William P. Levine
248,USHMM,RG-50.106*0134,Oral history interview with Martin Weiss
249,USHMM,RG-50.031*0059,Oral history interview with Magda Rebitzer
250,USHMM,RG-50.154*0008,Oral history interview with Jacob Brodman
251,USHMM,RG-50.030*0722,Oral history interview with Matilda Bakker
252,USHMM,RG-50.010*0026,Oral history interview with Roy W. Dodd
253,USHMM,RG-50.405*0032,Oral history interview with Victor M.
254,USHMM,RG-50.156*0040,Oral history interview with Rose Meyerhoff
255,USHMM,RG-50.030*0754,Oral history interview with Eric Simon
256,USHMM,RG-50.405*0047,Oral history interview with Alex Umantsev
257,USHMM,RG-50.233*0066,Oral history interview with Anthony Lazar
258,USHMM,RG-50.030*0115,Oral history interview with John Komski
259,USHMM,RG-50.549.02*0014,Oral history interview with Chaim Engel and Selma Saartje Engel
260,USHMM,RG-50.462*0048,Oral history interview with Lillian Steinig
261,USHMM,RG-50.028*0038,Oral history interview with Lari Manolovich
262,USHMM,RG-50.030*0187,Oral history interview with Frank Reiss
263,USHMM,RG-50.154*0031,Oral history interview with Anita Weinberg
264,USHMM,RG-50.030*0007,Oral history interview with Harry Alexander
265,USHMM,RG-50.042*0031,Oral history interview with Ernest Weihs
266,USHMM,RG-50.030*0578,Oral history interview with Virgil Myers
267,USHMM,RG-50.106*0019,Oral history interview with Ernie Marx
268,USHMM,RG-50.469*0006,Oral history interview with Erwin Weissman
269,USHMM,RG-50.470*0006,Oral history interview with Nesse Godin
270,USHMM,RG-50.030*0788,Oral history interview with Witold Pawlikowski
271,USHMM,RG-50.106*0102,Oral history interview with William Luksenburg
272,USHMM,RG-50.322*0010,Oral history interview with Robert Feist
273,USHMM,RG-50.549.04*0001,Oral history interview with Harry Gelb
274,USHMM,RG-50.462*0086,Oral history interview with Rachel Hochhauser
275,USHMM,RG-50.549.02*0016,Oral history interview with Leo Bretholz
276,USHMM,RG-50.154*0018,Oral history interview with Kurt Marburg
277,USHMM,RG-50.322*0018,Oral history interview with Eugene Krauss
278,USHMM,RG-50.165*0042,Oral history interview with Samuel Halpern
279,USHMM,RG-50.030*0508,Oral history interview with Joseph Gurwin
280,USHMM,RG-50.030*0549,Oral history interview with Sonja DuBois
281,USHMM,RG-50.156*0051,Oral history interview with Siva Scheer
282,USHMM,RG-50.549.01*0002,Oral history interview with Agnes Mandl Adachi
283,USHMM,RG-50.156*0045,Oral history interview with Donald Nost
284,USHMM,RG-50.030*0528,Oral history interview with Henry Gallant
285,USHMM,RG-50.549.02*0032,Oral history interview with Fred Bachner
286,USHMM,RG-50.030*0485,Oral history interview with Grigory Liberchuk
287,USHMM,RG-50.156*0007,Oral history interview with Mary Ackos Calof and Evelyn Ackos Ettinger
288,USHMM,RG-50.233*0115,Oral history interview with Eva Roth
289,USHMM,RG-50.030*0492,Oral history interview with Paul Peeters
290,USHMM,RG-50.030*0481,Oral history interview with Berendina Diet Eman
291,USHMM,RG-50.462*0055,Oral history interview with Eva Cutler
292,USHMM,RG-50.030*0544,Oral history interview with Norbert Krasnosielski
293,USHMM,RG-50.322*0033,Oral history interview with Murray Weisman
294,USHMM,RG-50.030*0402,Oral history interview with Ruth Zellner
295,USHMM,RG-50.106*0143,Oral history interview with Fred Taucher
296,USHMM,RG-50.549.02*0013,Oral history interview with Regina Laks Gelb
297,USHMM,RG-50.462*0085,Oral history interview with Milton Harrison
298,USHMM,RG-50.165*0118,Oral history interview with Frederick Terna
299,USHMM,RG-50.156*0046,Oral history interview with Henry Oertelt
300,USHMM,RG-50.030*0752,Oral history interview with Jacques Ribons
301,USHMM,RG-50.462*0001,Oral history interview with Per Anger
302,USHMM,RG-50.030*0169,Oral history interview with Judah Nadich
303,USHMM,RG-50.106*0063,Oral history interview with Arlette de Long
304,USHMM,RG-50.469*0002,Oral history interview with Herta Gelber
305,USHMM,RG-50.156*0024,Oral history interview with Arthur Johnson
306,USHMM,RG-50.030*0621,Oral history interview with Fanny Aizenberg
307,USHMM,RG-50.462*0068,Oral history interview with Samuel Sherron
308,USHMM,RG-50.165*0100,Oral history interview with Benjamin Rubinstein and Judy Rubinstein
309,USHMM,RG-50.106*0006,Oral history interview with Adriana Pacifici
310,USHMM,RG-50.030*0071,Oral history interview with William Farkas
311,USHMM,RG-50.042*0029,Oral history interview with Helen Waterford
312,USHMM,RG-50.030*0435,Oral history interview with Itka Zygmuntowicz
313,USHMM,RG-50.030*0859,Oral history interview with Irena Bach
314,USHMM,RG-50.156*0019,Oral history interview with Edward Grossman
315,USHMM,RG-50.106*0108,Oral history interview with Wallace Witkowski
316,USHMM,RG-50.030*0057,Oral history interview with Stephen Dachi
317,USHMM,RG-50.549.02*0021,Oral history interview with Francis Akos
318,USHMM,RG-50.233*0069,Oral history interview with Emmi Lehner
319,USHMM,RG-50.030*0420,Oral history interview with King Michael I of Romania
320,USHMM,RG-50.322*0026,Oral history interview with Ben Muler
321,USHMM,RG-50.165*0033,Oral history interview with Israel Goldman and Louis Goldman
322,USHMM,RG-50.165*0062,"Oral history interview with Yisroel Leifer, Izzy Raab, and Esther Raab"
323,USHMM,RG-50.106*0082,Oral history interview with Gerald Schwab
324,USHMM,RG-50.030*0697,Oral history interview with Goldie Buch Jonas
325,USHMM,RG-50.165*0129,Oral history interview with Ina Weiss
326,USHMM,RG-50.030*0027,Oral history interview with Isaac Bitton
327,USHMM,RG-50.030*0128,Oral history interview with Joseph Levine
328,USHMM,RG-50.028*0052,Oral history interview with Joseph Schoen and Mary Schoen
329,USHMM,RG-50.549.02*0042,Oral history interview with Abraham Malach
330,USHMM,RG-50.030*0617,Oral history interview with Martin Gaudian
331,USHMM,RG-50.549.05*0001,Oral history interview with Robert Holczer
332,USHMM,RG-50.030*0499,Oral history interview with Zdenko John Bergl
333,USHMM,RG-50.165*0081,Oral history interview with Sam Natansohn and Sidi Natansohn
334,USHMM,RG-50.165*0006,Oral history interview with Reva Bernstein
335,USHMM,RG-50.156*0008,Oral history interview with Richard Darr
336,USHMM,RG-50.165*0103,Oral history interview with Joe Schlesinger and Edith Schlesinger
337,USHMM,RG-50.233*0051,Oral history interview with Laura Gruenbaum
338,USHMM,RG-50.156*0006,Oral history interview with Felicia Broh
339,USHMM,RG-50.156*0034,Oral history interview with Kurt Loewenthal
340,USHMM,RG-50.165*0004,Oral history interview with Morris Berkowitz and Sarah Berkowitz
341,USHMM,RG-50.755*0009,Oral history interview with Henny Wenkart
342,USHMM,RG-50.030*0102,Oral history interview with Anny Rubinstein Kast
343,USHMM,RG-50.156*0031,Oral history interview with William Landgren
344,USHMM,RG-50.471*0001,Oral history interview with David Levine
345,USHMM,RG-50.233*0044,Oral history interview with Sabina Green
346,USHMM,RG-50.322*0011,Oral history interview with Robert Feist and Ruth Feist
347,USHMM,RG-50.030*0084,Oral history interview with Werner Goldsmith
348,USHMM,RG-50.778*0001,Oral history interview with Bea Kandell
349,USHMM,RG-50.010*0025,Oral history interview with Edward John di Gilio
350,USHMM,RG-50.030*0737,Oral history interview with Stanley Kiersnowski
351,USHMM,RG-50.344*0007,Oral history interview with Clarice MacLeod
352,USHMM,RG-50.150*0003,Oral history interview with Paula Ehrenberg
353,USHMM,RG-50.150*0009,Oral history interview with Miriam Gerber
354,USHMM,RG-50.154*0028,Oral history interview with Herbert Treitel
355,USHMM,RG-50.030*0320,Oral history interview with Irene Hizme and Rene Slotkin
356,USHMM,RG-50.030*0170,Oral history interview with Johanna Neumann
357,USHMM,RG-50.030*0204,Oral history interview with Henry Schmelzer
358,USHMM,RG-50.322*0004,Oral history interview with Donald Bender
359,USHMM,RG-50.156*0015,Oral history interview with Peter Gersch
360,USHMM,RG-50.462*0005,Oral history interview with Susan Faulkner
361,USHMM,RG-50.156*0017,Oral history interview with Max Goodman
362,USHMM,RG-50.030*0584,Oral history interview with Edith Lowy
363,USHMM,RG-50.156*0013,Oral history interview with Robert Fisch
364,USHMM,RG-50.549.02*0037,Oral history interview with Jack Ahrens
365,USHMM,RG-50.549.02*0078,Oral history interview with Lucie Rosenberg
366,USHMM,RG-50.030*0284,Oral history interview with Saul Sorrin
367,USHMM,RG-50.106*0081,Oral history interview with Bella Simon Pasternak
368,USHMM,RG-50.030*0250,Oral history interview with Guta Blass Weintraub
369,USHMM,RG-50.030*0548,Oral history interview with José Coltof
370,USHMM,RG-50.012*0040,Oral history interview with Christine Hilsum
371,USHMM,RG-50.549.02*0019,Oral history interview with Barbara Rodbell
372,USHMM,RG-50.060*0050,Oral history interview with Henry Sontag
373,USHMM,RG-50.030*0595,Oral history interview with Herbert Friedman
374,USHMM,RG-50.030*0735,Oral history interview with Sol Kohn
375,USHMM,RG-50.042*0009,Oral history interview with Chaim Engel
376,USHMM,RG-50.030*0605,Oral history interview with Lore J. Schore
377,USHMM,RG-50.154*0009,Oral history interview with Paula Epstein
378,USHMM,RG-50.462*0014,Oral history interview with Inge Karo
379,USHMM,RG-50.042*0003,Oral history interview with Edward Adler
380,USHMM,RG-50.030*0483,Oral history interview with Gitta Sereny
381,USHMM,RG-50.030*0509,Oral history interview with Ann Green
382,USHMM,RG-50.154*0013,Oral history interview with Jerome Goldman
383,USHMM,RG-50.562*0002,Oral history interview with Alan Kalish
384,USHMM,RG-50.030*0334,Oral history interview with Gerda Schild Haas
385,USHMM,RG-50.030*0543,Oral history interview with Feiga Hollenberg Connors
386,USHMM,RG-50.030*0255,Oral history interview with Fred R. Wohl
387,USHMM,RG-50.030*0264,Oral history interview with Liny Pajgin Yollick
388,USHMM,RG-50.462*0092,Oral history interview with William McCormick
389,USHMM,RG-50.010*0015,Oral history interview with Zew Budansky
390,USHMM,RG-50.030*0375,Oral history interview with Miriam Kabacznik Shulman
391,USHMM,RG-50.030*0111,Oral history interview with Elizabeth Kaufmann Koenig
392,USHMM,RG-50.344*0001,Oral history interview with Ruth Kirby
393,USHMM,RG-50.405*0019,Oral history interview with Anna Gekhter
394,USHMM,RG-50.233*0113,Oral history interview with Izy Rosenblat
395,USHMM,RG-50.549.05*0004,Oral history interview with Abram Jakubowicz
396,USHMM,RG-50.549.02*0010,Oral history interview with Renata Laqueur
397,USHMM,RG-50.165*0132,Oral history interview with Jack Werber and Millie Werber
398,USHMM,RG-50.233*0056,Oral history interview with Irene Hizme and Rene Slotkin
399,USHMM,RG-50.549.02*0012,Oral history interview with Cecilie Klein-Pollack
400,USHMM,RG-50.106*0171,Oral history interview with Gunter Haimann
401,USHMM,RG-50.106*0125,Oral history interview with Ruth Rosicka
402,USHMM,RG-50.030*0309,Oral history interview with Erika Reiss Kinel
403,USHMM,RG-50.233*0135,Oral history interview with Walter Taranowicz
404,USHMM,RG-50.549.04*0004,Oral history interview with Shelly Rothschild-Sherwin
405,USHMM,RG-50.030*0308,Oral history interview with Cedomir Markovic
406,USHMM,RG-50.549.02*0007,Oral history interview with Michael Vogel
407,USHMM,RG-50.030*0537,Oral history interview with Paula Goldlust Blue
408,USHMM,RG-50.549.02*0057,Oral history interview with Blanka Rothschild
409,USHMM,RG-50.549.02*0062,Oral history interview with Harold Zissman
410,USHMM,RG-50.549.01*0011,Oral history interview with Bella Tovey
411,USHMM,RG-50.470*0002,Oral history interview with Sonia Brodecki
412,USHMM,RG-50.030*0155,Oral history interview with Hans Meier
413,USHMM,RG-50.030*0513,Oral history interview with Sarah Zelazny
414,USHMM,RG-50.030*0784,Oral history interview with Adam Szymel
